PROMBEF_n,PROMAFT_n,TRATAMIENTO_N,Af_inver,asisten,EDAD,GENERO,TIPOPOBLACION,CATEGORIA1,ZONAREG,EDADCAT,NUM_NUC,Puntaje
4448.173,6873.20153846154,CONTROL,AFECTADO,0,32,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,231
91757.757,54651.8830769231,CONTROL,AFECTADO,0,44,FEMENINO,SISBEN NIVEL1,ALTO,NORTE,"(33,45]",De 5 a 8,260
15506.453,24795.1230769231,CONTROL,AFECTADO,0,45,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,252
8858.064,18179.4161538462,INCENTIVO,AFECTADO,0,40,FEMENINO,DESPLAZADOS,MEDIO,CENTRO,"(33,45]",Hasta 4,421
10760.465,24152.5907692308,INCENTIVO,AFECTADO,0,44,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",Hasta 4,391
134582.959,19500.1915384615,EDUCACION + INCENTIVO,NO AFECTADO,0,53,FEMENINO,DESPLAZADOS,MEDIO,NORTE,"(45,60]",De 5 a 8,455
29565.288,62350.8484615385,EDUCACION,AFECTADO,2,30,FEMENINO,SISBEN NIVEL1,ALTO,CENTRO,"(25,33]",Hasta 4,543
24253.487,24013.9215384615,EDUCACION,AFECTADO,5,35,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(33,45]",Hasta 4,441
11470.142,13416.0223076923,EDUCACION,AFECTADO,0,40,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(33,45]",Hasta 4,448
11342.565,13240.7061538462,EDUCACION,AFECTADO,6,47,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(45,60]",De 5 a 8,413
16342.051,19631.1069230769,INCENTIVO,AFECTADO,3,46,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(45,60]",Hasta 4,515
22773.547,32430.7538461538,CONTROL,AFECTADO,0,40,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,274
4197.546,5359.49153846154,EDUCACION,AFECTADO,0,45,MASCULINO,DESPLAZADOS,BAJO,CENTRO,"(33,45]",Hasta 4,549
30550.262,25159.2023076923,CONTROL,NO AFECTADO,0,30,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(25,33]",De 5 a 8,393
15354.839,36461.0792307692,EDUCACION + INCENTIVO,NO AFECTADO,4,41,FEMENINO,SISBEN NIVEL1,ALTO,NORTE,"(33,45]",De 5 a 8,470
18228.817,15146.3123076923,CONTROL,AFECTADO,0,43,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 9 a 12,286
23749.187,19281.5869230769,EDUCACION,AFECTADO,6,38,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,388
37079.354,62256.4023076923,EDUCACION + INCENTIVO,NO AFECTADO,2,28,FEMENINO,DESPLAZADOS,ALTO,NORTE,"(25,33]",De 5 a 8,431
11965.592,11208.6161538462,INCENTIVO,AFECTADO,0,76,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(60,92]",De 5 a 8,274
14294.52,33659.0569230769,INCENTIVO,AFECTADO,0,42,FEMENINO,SISBEN NIVEL1,ALTO,CENTRO,"(33,45]",Hasta 4,507
9629.033,40274.2961538462,EDUCACION,AFECTADO,6,37,FEMENINO,SISBEN NIVEL1,ALTO,SUR,"(33,45]",Hasta 4,461
23110.107,25983.1784615385,CONTROL,AFECTADO,0,32,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",De 9 a 12,286
8204.3,19029.0276923077,INCENTIVO,AFECTADO,0,29,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",De 5 a 8,265
31209.677,49267.2707692308,EDUCACION + INCENTIVO,NO AFECTADO,0,49,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",De 5 a 8,425
9822.581,36424.6753846154,INCENTIVO,AFECTADO,4,56,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(45,60]",Hasta 4,482
9032.2575,56443.1569230769,EDUCACION + INCENTIVO,NO AFECTADO,3,48,FEMENINO,DESPLAZADOS,MEDIO,NORTE,"(45,60]",De 5 a 8,425
32046.981,19690.0123076923,EDUCACION,AFECTADO,5,45,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",De 5 a 8,567
12567.741,30098.0592307692,CONTROL,AFECTADO,0,48,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",De 5 a 8,290
17522.579,17205.8561538462,CONTROL,AFECTADO,0,37,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,295
36621.201,28649.91,EDUCACION,AFECTADO,0,41,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",Hasta 4,543
6322.346,18652.7307692308,INCENTIVO,NO AFECTADO,0,37,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(33,45]",De 5 a 8,395
9145.162,15673.6369230769,CONTROL,AFECTADO,0,45,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",De 5 a 8,448
34702.923,17249.1430769231,CONTROL,AFECTADO,0,41,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,263
48287.592,21526.4276923077,EDUCACION + INCENTIVO,NO AFECTADO,4,36,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,474
35321.229,25059.8576923077,CONTROL,NO AFECTADO,0,29,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(25,33]",Hasta 4,382
16147.561,11354.7853846154,INCENTIVO,AFECTADO,0,50,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",De 5 a 8,266
9649.463,17862.5392307692,CONTROL,AFECTADO,0,37,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,295
22217.455,15069.7330769231,EDUCACION + INCENTIVO,NO AFECTADO,4,30,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,414
8509.267,4739.16153846154,EDUCACION,AFECTADO,6,42,FEMENINO,SISBEN NIVEL1,BAJO,SUR,"(33,45]",De 5 a 8,434
18638.959,7871.50538461538,INCENTIVO,AFECTADO,0,30,MASCULINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,204
12135.268,9295.63538461538,CONTROL,AFECTADO,0,36,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 9 a 12,320
37578.575,6642.93538461538,CONTROL,AFECTADO,0,48,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",De 5 a 8,261
9849.893,12002.2315384615,CONTROL,AFECTADO,0,49,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",De 5 a 8,261
29327.957,24575.7023076923,CONTROL,AFECTADO,0,44,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 9 a 12,238
7219.22,18814.7215384615,EDUCACION,AFECTADO,5,28,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(25,33]",Hasta 4,433
16662.793,12565.4207692308,INCENTIVO,AFECTADO,0,47,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",De 5 a 8,261
8759.6,8077.32076923077,CONTROL,AFECTADO,0,28,MASCULINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,176
14690.324,33111.76,EDUCACION + INCENTIVO,NO AFECTADO,0,44,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,459
18312.904,18303.2753846154,INCENTIVO,NO AFECTADO,0,57,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(45,60]",Hasta 4,351
34660.466,8525.91230769231,CONTROL,AFECTADO,0,72,FEMENINO,DESPLAZADOS,MEDIO,NORTE,"(60,92]",De 5 a 8,277
50722.277,31391.4407692308,EDUCACION + INCENTIVO,NO AFECTADO,0,35,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,473
14179.82,9270.95153846154,EDUCACION + INCENTIVO,NO AFECTADO,3,42,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",De 5 a 8,424
13728.207,14354.2838461538,EDUCACION,AFECTADO,5,40,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(33,45]",De 5 a 8,486
24454.593,127906.973076923,INCENTIVO,NO AFECTADO,0,26,FEMENINO,SISBEN NIVEL1,ALTO,SUR,"(25,33]",Hasta 4,354
10711.828,13737.73,CONTROL,AFECTADO,0,47,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",De 9 a 12,270
11596.774,22425.2907692308,INCENTIVO,AFECTADO,0,46,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(45,60]",Hasta 4,419
14717.304,8042.11230769231,EDUCACION,AFECTADO,5,25,FEMENINO,SISBEN NIVEL1,BAJO,CENTRO,"(20,25]",Hasta 4,428
2322.58,42679.1692307692,INCENTIVO,AFECTADO,0,39,FEMENINO,SISBEN NIVEL1,ALTO,CENTRO,"(33,45]",Hasta 4,444
47601.285,53297.2853846154,EDUCACION,AFECTADO,5,31,FEMENINO,SISBEN NIVEL1,ALTO,CENTRO,"(25,33]",Hasta 4,533
13367.126,19646.6715384615,EDUCACION,AFECTADO,5,34,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(33,45]",De 5 a 8,468
7661.935,30590.5261538462,INCENTIVO,AFECTADO,4,40,FEMENINO,SISBEN NIVEL1,ALTO,CENTRO,"(33,45]",De 5 a 8,504
9534.658,19850.7961538462,EDUCACION,AFECTADO,6,29,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(25,33]",Hasta 4,417
32573.118,30507.59,EDUCACION + INCENTIVO,NO AFECTADO,3,44,FEMENINO,DESPLAZADOS,MEDIO,NORTE,"(33,45]",De 5 a 8,496
17395.423,53034.6515384615,EDUCACION,AFECTADO,0,33,FEMENINO,SISBEN NIVEL1,ALTO,SUR,"(25,33]",Hasta 4,404
5810.753,6785.82615384615,CONTROL,AFECTADO,0,47,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",De 5 a 8,246
7537.634,13213.0930769231,CONTROL,AFECTADO,0,30,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",De 5 a 8,245
3177.42,9298.21,EDUCACION + INCENTIVO,NO AFECTADO,0,42,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",De 5 a 8,402
14808.852,21770.3292307692,EDUCACION,AFECTADO,3,49,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(45,60]",Hasta 4,440
26491.648,79951.9869230769,EDUCACION,AFECTADO,6,45,FEMENINO,SISBEN NIVEL1,ALTO,SUR,"(33,45]",De 5 a 8,474
22982.795,15648.3292307692,INCENTIVO,AFECTADO,0,43,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,293
3844.517,6858.85,CONTROL,AFECTADO,0,35,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",Hasta 4,224
90684.705,22692.6246153846,CONTROL,NO AFECTADO,0,33,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(25,33]",De 5 a 8,402
9932.258,13148.2623076923,EDUCACION + INCENTIVO,NO AFECTADO,4,49,FEMENINO,DESPLAZADOS,MEDIO,NORTE,"(45,60]",De 5 a 8,457
10991.649,7987.09692307692,CONTROL,AFECTADO,0,37,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,252
15591.828,18422.3153846154,CONTROL,AFECTADO,0,39,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,291
58804.301,43005.6853846154,CONTROL,AFECTADO,0,37,FEMENINO,SISBEN NIVEL1,ALTO,CENTRO,"(33,45]",De 5 a 8,439
7373.369,51794.1569230769,EDUCACION,AFECTADO,6,42,FEMENINO,SISBEN NIVEL1,ALTO,SUR,"(33,45]",De 5 a 8,425
14130.831,13415.8015384615,INCENTIVO,AFECTADO,0,32,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,228
18744.506,13134.1315384615,CONTROL,AFECTADO,0,37,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,270
10083.046,15801.16,EDUCACION,AFECTADO,4,42,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,371
32036.129,175584.859230769,INCENTIVO,AFECTADO,0,23,FEMENINO,SISBEN NIVEL1,ALTO,CENTRO,"(20,25]",Hasta 4,335
21816.13,39077.7138461538,EDUCACION,AFECTADO,6,34,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,389
38054.622,17202.4946153846,CONTROL,AFECTADO,0,42,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 9 a 12,275
27958.478,15343.0353846154,INCENTIVO,AFECTADO,0,35,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,256
19260.464,20662.8315384615,INCENTIVO,AFECTADO,0,40,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",De 5 a 8,452
19179.571,21546.0446153846,CONTROL,AFECTADO,0,30,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",De 5 a 8,257
7627.096,9810.96538461539,EDUCACION,AFECTADO,6,48,FEMENINO,SISBEN NIVEL1,BAJO,SUR,"(45,60]",De 5 a 8,422
18973.624,19167.5961538462,EDUCACION,AFECTADO,6,51,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(45,60]",De 5 a 8,455
14486.271,17543.3023076923,EDUCACION,AFECTADO,5,43,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(33,45]",Hasta 4,465
16183.869,23900.6892307692,CONTROL,AFECTADO,0,37,MASCULINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,237
31296.774,77110.9115384615,EDUCACION + INCENTIVO,NO AFECTADO,0,33,FEMENINO,DESPLAZADOS,ALTO,NORTE,"(25,33]",Hasta 4,408
38105.377,41995.2,EDUCACION,AFECTADO,4,38,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,410
14255.914,12873.1746153846,CONTROL,AFECTADO,0,40,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,287
20343.776,28815.4015384615,CONTROL,AFECTADO,0,33,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",De 5 a 8,256
21186.809,11710.9838461538,CONTROL,NO AFECTADO,0,42,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(33,45]",Hasta 4,354
14500.001,15334.7223076923,INCENTIVO,AFECTADO,0,44,FEMENINO,DESPLAZADOS,MEDIO,NORTE,"(33,45]",De 5 a 8,320
19693.272,20843.5038461538,EDUCACION + INCENTIVO,NO AFECTADO,4,43,FEMENINO,DESPLAZADOS,MEDIO,NORTE,"(33,45]",Hasta 4,456
10645.163,18244.9092307692,CONTROL,AFECTADO,0,35,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,293
8467.742,32221.6576923077,INCENTIVO,AFECTADO,0,44,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 9 a 12,314
14488.173,12219.7776923077,CONTROL,AFECTADO,0,37,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,323
17244.335,20933.8638461538,EDUCACION,AFECTADO,0,34,FEMENINO,DESPLAZADOS,MEDIO,SUR,"(33,45]",Hasta 4,481
28951.612,31956.1630769231,EDUCACION + INCENTIVO,NO AFECTADO,0,35,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,459
13700.001,16582.9,CONTROL,AFECTADO,0,35,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,255
66676.928,57679.4376923077,CONTROL,AFECTADO,0,43,FEMENINO,SISBEN NIVEL1,ALTO,NORTE,"(33,45]",Hasta 4,263
6741.075,7484.01923076923,EDUCACION,AFECTADO,5,35,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",Hasta 4,528
14956.989,13993.4907692308,CONTROL,AFECTADO,0,27,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,224
18327.312,14683.4930769231,INCENTIVO,AFECTADO,0,31,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",De 5 a 8,267
13596.775,9325.93846153846,EDUCACION,AFECTADO,0,41,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,416
3675.269,16676.7292307692,CONTROL,AFECTADO,0,45,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,217
18976.041,24349.0076923077,EDUCACION,AFECTADO,4,32,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(25,33]",Hasta 4,524
32491.89,15551.3438461538,EDUCACION + INCENTIVO,AFECTADO,5,38,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(33,45]",Hasta 4,378
20563.44,20869.6284615385,CONTROL,AFECTADO,0,33,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",De 5 a 8,276
39937.609,37023.8530769231,EDUCACION,AFECTADO,5,37,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,412
24266.286,32234.2907692308,EDUCACION,AFECTADO,4,49,MASCULINO,SISBEN NIVEL1,ALTO,SUR,"(45,60]",De 9 a 12,463
3913.979,3866.31692307692,CONTROL,AFECTADO,0,30,MASCULINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",De 5 a 8,206
5722.581,14180.39,INCENTIVO,AFECTADO,2,33,FEMENINO,DESPLAZADOS,MEDIO,CENTRO,"(25,33]",Hasta 4,489
17437.883,20216.4507692308,INCENTIVO,AFECTADO,0,40,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",De 5 a 8,513
16951.613,20904.5461538462,CONTROL,AFECTADO,0,32,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",De 5 a 8,250
15675.267,22531.3323076923,CONTROL,AFECTADO,0,33,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",De 5 a 8,269
27926.869,9948.25538461539,EDUCACION + INCENTIVO,AFECTADO,0,28,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(25,33]",Hasta 4,348
5009.032,6931.21538461539,INCENTIVO,AFECTADO,0,30,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(25,33]",Hasta 4,468
37924.678,41688.8707692308,CONTROL,AFECTADO,0,37,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",De 5 a 8,465
13728.206,26955.7007692308,EDUCACION,AFECTADO,0,28,FEMENINO,DESPLAZADOS,ALTO,SUR,"(25,33]",De 5 a 8,435
24341.109,15083.4876923077,INCENTIVO,AFECTADO,0,54,FEMENINO,DESPLAZADOS,MEDIO,CENTRO,"(45,60]",Hasta 4,518
20387.098,17883.8776923077,EDUCACION + INCENTIVO,NO AFECTADO,4,38,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,429
33219.898,59440.3938461538,INCENTIVO,AFECTADO,0,38,FEMENINO,SISBEN NIVEL1,ALTO,CENTRO,"(33,45]",De 5 a 8,474
35969.66,28521.1846153846,CONTROL,AFECTADO,0,43,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 9 a 12,311
18438.405,19396.2438461538,CONTROL,AFECTADO,0,42,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,250
160348.332,47184.4684615385,EDUCACION,AFECTADO,0,31,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(25,33]",De 5 a 8,504
10580.644,9490.44307692308,CONTROL,AFECTADO,0,72,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(60,92]",De 5 a 8,257
25724.731,37880.5076923077,CONTROL,AFECTADO,0,49,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",De 9 a 12,267
72212.627,32998.7569230769,EDUCACION,AFECTADO,0,40,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,404
18403.225,25485.5446153846,CONTROL,AFECTADO,0,39,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,280
19312.904,14103.7946153846,INCENTIVO,NO AFECTADO,0,31,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(25,33]",De 5 a 8,408
13382.579,14539.6838461538,CONTROL,AFECTADO,0,46,MASCULINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",De 5 a 8,268
16781.721,37399.6423076923,EDUCACION,AFECTADO,1,35,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,431
10876.986,9525.33384615385,INCENTIVO,AFECTADO,0,37,MASCULINO,DESPLAZADOS,MEDIO,NORTE,"(33,45]",De 5 a 8,265
11079.066,13327.6469230769,EDUCACION + INCENTIVO,NO AFECTADO,0,41,FEMENINO,DESPLAZADOS,MEDIO,NORTE,"(33,45]",De 5 a 8,478
11121.756,17207.6676923077,EDUCACION,AFECTADO,0,39,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(33,45]",Hasta 4,465
25982.662,12829.9161538462,EDUCACION,AFECTADO,6,29,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,290
22518.614,9696.95923076923,INCENTIVO,AFECTADO,0,43,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 9 a 12,290
13758.064,17314.6953846154,CONTROL,AFECTADO,0,44,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,297
20176.042,16871.9807692308,CONTROL,AFECTADO,0,60,MASCULINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",De 5 a 8,253
22685.718,24022.4392307692,EDUCACION,AFECTADO,5,58,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(45,60]",Hasta 4,505
20451.784,21107.9715384615,EDUCACION + INCENTIVO,NO AFECTADO,0,53,FEMENINO,DESPLAZADOS,MEDIO,NORTE,"(45,60]",De 5 a 8,457
7128.602,14781.1930769231,CONTROL,AFECTADO,0,33,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,193
5826.362,6156.98384615385,EDUCACION,AFECTADO,6,37,FEMENINO,SISBEN NIVEL1,BAJO,SUR,"(33,45]",De 5 a 8,440
31058.181,27316.3038461538,EDUCACION + INCENTIVO,NO AFECTADO,0,37,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,430
23176.067,16047.8815384615,EDUCACION,AFECTADO,4,30,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(25,33]",Hasta 4,437
11117.975,18783.0846153846,EDUCACION,AFECTADO,0,42,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",De 5 a 8,591
5875.821,4951.21923076923,EDUCACION,AFECTADO,5,63,FEMENINO,SISBEN NIVEL1,BAJO,CENTRO,"(60,92]",Hasta 4,509
4580.644,15306.08,EDUCACION,AFECTADO,6,51,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(45,60]",De 5 a 8,406
7348.253,4524.80307692308,EDUCACION,AFECTADO,6,43,FEMENINO,SISBEN NIVEL1,BAJO,SUR,"(33,45]",De 5 a 8,427
17591.398,30500.3030769231,EDUCACION,AFECTADO,1,63,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(60,92]",De 5 a 8,411
15599.175,35397.53,INCENTIVO,AFECTADO,0,36,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",Hasta 4,426
29376.75,42611.8353846154,CONTROL,AFECTADO,0,28,FEMENINO,SISBEN NIVEL1,ALTO,NORTE,"(25,33]",De 5 a 8,270
31150.206,26439.5461538462,INCENTIVO,AFECTADO,0,33,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",De 5 a 8,311
34572.841,32163.1684615385,EDUCACION,AFECTADO,2,41,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 9 a 12,392
12752.687,35951.4561538462,EDUCACION + INCENTIVO,NO AFECTADO,0,37,FEMENINO,SISBEN NIVEL1,ALTO,NORTE,"(33,45]",De 5 a 8,439
13696.113,12462.6746153846,CONTROL,AFECTADO,0,34,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,322
11483.735,20157.3684615385,CONTROL,AFECTADO,0,44,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,254
9274.194,16267.9038461538,CONTROL,AFECTADO,0,38,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",De 5 a 8,454
6451.61222222222,11256.8130769231,CONTROL,AFECTADO,0,39,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,250
13306.174,10526.5953846154,EDUCACION,AFECTADO,5,51,FEMENINO,SISBEN NIVEL1,BAJO,CENTRO,"(45,60]",Hasta 4,496
20987.346,16211.9276923077,EDUCACION + INCENTIVO,NO AFECTADO,6,26,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,390
12072.978,4170.10615384615,CONTROL,AFECTADO,0,64,MASCULINO,SISBEN NIVEL1,BAJO,NORTE,"(60,92]",De 9 a 12,267
14698.924,22455.0123076923,CONTROL,AFECTADO,0,40,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,306
4354.839,11558.5784615385,INCENTIVO,AFECTADO,0,48,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(45,60]",Hasta 4,419
25615.269,16812.0984615385,INCENTIVO,AFECTADO,0,28,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,248
3398.711,2869.88076923077,CONTROL,AFECTADO,0,57,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",Hasta 4,247
16596.774,14433.0015384615,CONTROL,AFECTADO,0,39,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(33,45]",De 5 a 8,406
7251.613,15758.9992307692,CONTROL,AFECTADO,0,46,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",De 9 a 12,285
51820.155,26439.7992307692,INCENTIVO,AFECTADO,0,40,FEMENINO,SISBEN NIVEL1,ALTO,NORTE,"(33,45]",De 9 a 12,310
17131.433,18143.5776923077,EDUCACION,AFECTADO,6,42,FEMENINO,SISBEN NIVEL1,ALTO,SUR,"(33,45]",De 5 a 8,469
29629.033,55870.45,CONTROL,AFECTADO,0,27,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(25,33]",Hasta 4,396
9473.118,14288.0061538462,CONTROL,AFECTADO,0,27,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,215
26772.293,40937.1015384615,INCENTIVO,AFECTADO,0,27,FEMENINO,SISBEN NIVEL1,ALTO,CENTRO,"(25,33]",Hasta 4,396
