CODIGO_RNT,DEPARTAMENTO,MUNICIPIO,CATEGORIA,SUB_CATEGORIA,HABITACIONES,CAMAS,NUM_EMP,Numero_Cancelaciones,WEB_VISIT,Tipo_Transporte,Numero_Turistas
86481,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,1,0,22,auto propio,7
87185,GUAJIRA,RIOHACHA,EMPRESA DE TRANSPORTE TERRESTRE AUTOMOTOR,TRANSPORTE TERRESTRE AUTOMOTOR ESPECIAL,0,0,1,0,23,auto propio,13
87186,GUAJIRA,RIOHACHA,EMPRESA DE TRANSPORTE TERRESTRE AUTOMOTOR,TRANSPORTE TERRESTRE AUTOMOTOR ESPECIAL,0,0,2,0,46,terrestre,24
87187,GUAJIRA,RIOHACHA,EMPRESA DE TRANSPORTE TERRESTRE AUTOMOTOR,TRANSPORTE TERRESTRE AUTOMOTOR ESPECIAL,0,0,3,1,77,terrestre,42
87188,GUAJIRA,RIOHACHA,EMPRESA DE TRANSPORTE TERRESTRE AUTOMOTOR,TRANSPORTE TERRESTRE AUTOMOTOR ESPECIAL,0,0,2,1,41,avión,28
87189,GUAJIRA,RIOHACHA,EMPRESA DE TRANSPORTE TERRESTRE AUTOMOTOR,TRANSPORTE TERRESTRE AUTOMOTOR ESPECIAL,0,0,1,3,13,terrestre,8
87190,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,17,29,1,4,21,terrestre,158
87193,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,15,15,1,0,16,terrestre,108
87469,GUAJIRA,RIOHACHA,EMPRESA DE TRANSPORTE TERRESTRE AUTOMOTOR,TRANSPORTE TERRESTRE AUTOMOTOR ESPECIAL,0,0,2,0,34,avión,20
87471,GUAJIRA,RIOHACHA,EMPRESA DE TRANSPORTE TERRESTRE AUTOMOTOR,TRANSPORTE TERRESTRE AUTOMOTOR ESPECIAL,0,0,2,2,45,avión,14
88245,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,1,1,26,auto propio,23
88257,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,1,4,20,avión,11
88259,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,18,28,2,9,43,auto propio,185
89710,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,7,8,2,5,57,terrestre,82
89711,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,10,25,3,6,63,auto propio,130
89735,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,7,7,3,3,99,auto propio,92
89736,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,7,20,1,2,22,terrestre,96
89881,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,6,23,67,auto propio,77
90017,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,12,18,8,16,190,avión,203
90567,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,1,4,21,avión,8
90568,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,2,3,52,avión,26
645,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,5,1,116,avión,64
2002,GUAJIRA,RIOHACHA,OPERADORES PROFESIONALES DE CONGRESOS FERIAS Y CONVENCIONES,"OPERADORES PROFESIONALES DE CONGRESOS, FERIAS Y CONVENCIONES",0,0,50,197,965,auto propio,689
2289,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,58,130,5,21,69,auto propio,606
2599,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,35,80,5,10,94,terrestre,412
4017,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,36,104,14,15,220,auto propio,563
4362,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,19,49,8,32,136,auto propio,297
4500,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,47,78,70,200,1606,auto propio,1353
5360,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,1,3,28,terrestre,0
6931,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,16,40,4,5,87,avión,191
7641,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,30,30,5,15,70,auto propio,285
7874,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,1,4,22,terrestre,16
8852,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,42,72,1,2,25,terrestre,367
9258,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,15,19,254,terrestre,187
9347,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,4,3,77,avión,81
10066,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,17,19,4,18,80,auto propio,188
10134,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,11,20,4,2,64,terrestre,131
10139,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,10,18,2,2,46,avión,94
10667,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,2,3,38,terrestre,35
10736,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,3,6,66,terrestre,48
11418,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,3,3,46,terrestre,41
11601,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,22,26,2,8,35,terrestre,181
11804,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,13,16,2,0,47,terrestre,125
12620,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,2,7,36,avión,19
14942,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,APARTAHOTEL,13,21,3,6,85,auto propio,155
17575,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,8,19,5,17,90,auto propio,155
17596,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,39,84,11,39,232,auto propio,510
18602,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,12,16,1,0,24,auto propio,115
20339,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,2,8,25,avión,27
23079,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,1,0,11,avión,16
23232,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,33,64,3,1,37,avión,314
23244,GUAJIRA,RIOHACHA,VIVIENDAS TURISTICAS,FINCAS TURISTICAS (ALOJAMIENTO RURAL),16,44,1,1,26,terrestre,183
23283,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,19,28,2,2,34,terrestre,168
25881,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,56,84,21,6,688,terrestre,734
26775,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,2,9,34,auto propio,42
26776,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,19,32,2,8,41,terrestre,189
27357,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,15,20,2,3,55,auto propio,132
27551,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,APARTAHOTEL,10,18,1,3,30,terrestre,106
27761,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,46,57,70,1,2121,auto propio,1260
28230,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,APARTAHOTEL,19,62,2,0,52,terrestre,264
28971,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,10,14,2,4,50,terrestre,107
30660,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,1,4,22,avión,8
31233,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,15,36,1,2,23,terrestre,168
31234,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,17,30,4,8,68,terrestre,194
33015,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,15,20,2,8,31,avión,142
33109,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,10,12,2,2,39,auto propio,89
33301,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,8,12,2,2,38,avión,87
34411,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,17,19,1,2,17,avión,136
34545,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,4,19,93,auto propio,57
35311,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,1,0,24,terrestre,6
35606,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,12,43,1,3,20,auto propio,162
35937,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,1,2,27,terrestre,4
36045,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,APARTAHOTEL,9,18,1,0,14,terrestre,80
36633,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,APARTAHOTEL,15,15,2,7,38,auto propio,139
36792,GUAJIRA,RIOHACHA,PARQUES TEMATICOS,PARQUES TEMATICOS,0,0,1,3,16,avión,19
37393,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,4,5,42,auto propio,33
37637,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,APARTAHOTEL,6,6,1,3,19,terrestre,37
37664,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,2,2,38,auto propio,14
38075,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,1,0,27,auto propio,11
38108,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,1,2,23,terrestre,24
38494,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,4,17,59,avión,52
38619,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,30,45,3,13,87,auto propio,277
41548,GUAJIRA,RIOHACHA,ARRENDADORES DE VEHICULOS PARA TURISMO NACIONAL E INTERNACIONAL,ARRENDADORES DE VEHICULOS PARA TURISMO NACIONAL E INTERNACIONAL,0,0,1,1,26,terrestre,14
41744,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,30,40,15,65,343,terrestre,445
42286,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,6,19,2,5,37,auto propio,80
42468,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,15,20,1,2,15,avión,113
42681,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,9,9,2,8,36,auto propio,77
43212,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,17,23,2,3,50,avión,182
44745,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,1,0,29,avión,21
45625,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,APARTAHOTEL,13,13,5,3,138,avión,150
45944,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,11,18,1,0,17,avión,113
47591,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,APARTAHOTEL,15,25,3,13,43,auto propio,160
47894,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,7,7,2,4,41,terrestre,85
47926,GUAJIRA,RIOHACHA,ESTABLECIMIENTO DE GASTRONOMIA Y SIMILARES,BAR Y RESTAURANTE,0,0,3,3,33,terrestre,35
49430,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,11,13,2,7,43,terrestre,102
49432,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,2,7,38,terrestre,34
50021,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,24,30,5,6,88,terrestre,243
50075,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,8,12,1,2,12,terrestre,80
50077,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,APARTAHOTEL,32,32,1,0,22,auto propio,238
50116,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,APARTAHOTEL,11,23,3,0,52,avión,138
50118,GUAJIRA,RIOHACHA,ESTABLECIMIENTO DE GASTRONOMIA Y SIMILARES,BAR Y RESTAURANTE,0,0,2,2,28,terrestre,31
50204,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,11,18,2,5,11,auto propio,140
50445,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,6,23,1,4,19,terrestre,102
51294,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,12,19,5,18,144,terrestre,173
52167,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,3,5,84,avión,37
52619,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,5,26,2,7,35,avión,101
53695,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,16,38,5,1,84,avión,202
55359,GUAJIRA,RIOHACHA,EMPRESA DE TRANSPORTE TERRESTRE AUTOMOTOR,TRANSPORTE TERRESTRE AUTOMOTOR ESPECIAL,0,0,10,20,223,terrestre,138
55368,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,5,22,2,0,30,terrestre,81
55946,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,1,3,21,terrestre,9
56267,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,8,21,2,0,47,avión,113
56320,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,13,14,3,4,78,auto propio,130
56321,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,4,15,77,terrestre,50
56367,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,9,9,1,2,18,terrestre,63
56414,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,APARTAHOTEL,23,29,3,3,46,terrestre,221
56415,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,1,2,15,auto propio,4
58368,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,1,0,18,terrestre,5
58369,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,APARTAHOTEL,7,15,1,0,21,auto propio,59
58913,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,9,10,1,3,24,terrestre,78
59418,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,2,4,31,auto propio,21
59933,GUAJIRA,RIOHACHA,VIVIENDAS TURISTICAS,FINCAS TURISTICAS (ALOJAMIENTO RURAL),3,3,2,5,54,terrestre,50
59934,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,1,2,18,avión,1
60260,GUAJIRA,RIOHACHA,OFICINAS DE REPRESENTACION TURISTICA,OFICINA DE REPRESENTACION TURISTICA,0,0,1,3,19,avión,20
60654,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,13,42,7,23,113,avión,223
62874,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,1,4,7,avión,11
63161,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,18,42,1,0,24,terrestre,187
63430,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,1,4,23,avión,14
64174,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,4,13,1,2,18,auto propio,60
64190,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,5,0,101,avión,67
64200,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,7,20,158,avión,109
65645,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,15,20,1,0,12,avión,124
65710,GUAJIRA,RIOHACHA,VIVIENDAS TURISTICAS,APARTAMENTO TURISTICO,9,9,2,2,34,terrestre,77
65711,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,23,41,2,1,47,avión,227
66477,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,2,8,27,auto propio,23
66480,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,3,11,1,1,21,avión,62
67101,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,1,1,13,avión,5
67154,GUAJIRA,RIOHACHA,VIVIENDAS TURISTICAS,FINCAS TURISTICAS (ALOJAMIENTO RURAL),5,47,6,2,133,avión,184
67805,GUAJIRA,RIOHACHA,VIVIENDAS TURISTICAS,OTROS TIPOS DE VIVIENDA TURISTICA,3,6,1,1,19,auto propio,40
68812,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,30,40,1,1,11,avión,224
68817,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,37,40,1,2,25,auto propio,273
68818,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,1,1,16,auto propio,8
68822,GUAJIRA,RIOHACHA,GUIA DE TURISMO,GUIA DE TURISMO,0,0,1,1,15,avión,14
69274,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,2,9,42,auto propio,18
69278,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,8,14,2,0,51,terrestre,84
70832,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,2,7,29,avión,37
71578,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,19,31,3,0,60,avión,192
71881,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,1,0,22,auto propio,20
72181,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,4,10,93,auto propio,48
72328,GUAJIRA,RIOHACHA,VIVIENDAS TURISTICAS,OTROS TIPOS DE VIVIENDA TURISTICA,4,16,3,5,62,avión,90
73055,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,8,12,3,6,54,terrestre,104
73147,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,11,11,2,9,31,auto propio,122
73148,GUAJIRA,RIOHACHA,VIVIENDAS TURISTICAS,OTROS TIPOS DE VIVIENDA TURISTICA,3,6,1,1,20,auto propio,37
73596,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,8,14,3,2,43,terrestre,101
73947,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,13,17,2,1,10,terrestre,131
74028,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,1,0,22,avión,8
74769,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,5,6,4,12,98,terrestre,95
75116,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,6,30,5,6,40,avión,157
75169,GUAJIRA,RIOHACHA,OTROS TIPOS DE HOSPEDAJE TURISTICOS NO PERMANENTES,OTROS TIPOS DE HOSPEDAJE TURISTICOS NO PERMANENTES,3,22,1,0,14,terrestre,64
75170,GUAJIRA,RIOHACHA,GUIA DE TURISMO,GUIA DE TURISMO,0,0,1,3,23,auto propio,17
76070,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,14,29,1,4,30,avión,160
76651,GUAJIRA,RIOHACHA,ESTABLECIMIENTO DE GASTRONOMIA Y SIMILARES,BAR Y RESTAURANTE,0,0,1,3,20,avión,22
77057,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,1,0,16,avión,14
77313,GUAJIRA,RIOHACHA,VIVIENDAS TURISTICAS,OTROS TIPOS DE VIVIENDA TURISTICA,2,4,1,3,19,terrestre,29
77533,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,3,22,2,2,53,auto propio,79
78044,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,26,26,2,6,33,avión,198
78518,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,1,3,16,avión,28
78522,GUAJIRA,RIOHACHA,VIVIENDAS TURISTICAS,APARTAMENTO TURISTICO,1,5,1,1,17,avión,40
78524,GUAJIRA,RIOHACHA,VIVIENDAS TURISTICAS,APARTAMENTO TURISTICO,1,5,1,1,15,avión,20
78881,GUAJIRA,RIOHACHA,VIVIENDAS TURISTICAS,APARTAMENTO TURISTICO,6,6,2,6,41,auto propio,72
79521,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,10,20,7,21,196,terrestre,191
79682,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES Y DE TURISMO,0,0,2,2,43,auto propio,37
79848,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,13,35,1,0,18,avión,150
79849,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOTEL,12,21,2,9,37,auto propio,129
80691,GUAJIRA,RIOHACHA,ARRENDADORES DE VEHICULOS PARA TURISMO NACIONAL E INTERNACIONAL,ARRENDADORES DE VEHICULOS PARA TURISMO NACIONAL E INTERNACIONAL,0,0,1,4,12,avión,7
81032,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,2,4,2,5,48,terrestre,48
81034,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,6,10,1,1,19,terrestre,58
81035,GUAJIRA,RIOHACHA,ARRENDADORES DE VEHICULOS PARA TURISMO NACIONAL E INTERNACIONAL,ARRENDADORES DE VEHICULOS PARA TURISMO NACIONAL E INTERNACIONAL,0,0,1,1,19,terrestre,14
81224,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,16,32,1,0,35,avión,156
81228,GUAJIRA,RIOHACHA,GUIA DE TURISMO,GUIA DE TURISMO,0,0,1,3,21,auto propio,9
81998,GUAJIRA,RIOHACHA,AGENCIA DE VIAJES,AGENCIAS DE VIAJES OPERADORAS,0,0,1,1,16,terrestre,2
82000,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,5,13,2,5,35,avión,82
82006,GUAJIRA,RIOHACHA,ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO,HOSTAL,6,30,1,2,25,avión,103
82334,GUAJIRA,RIOHACHA,ESTABLECIMIENTO DE GASTRONOMIA Y SIMILARES,BAR Y RESTAURANTE,0,0,5,4,102,auto propio,80
